Index,start_time,end_time,Speaker,angry,boredom,disgust,fear,happy,neutral,sad,surprise
1,460,10834,1,0.0,0.2423771619796753,0.07295510917901993,0.4252784550189972,0.0,0.05555321276187897,0.15380993485450745,0.0
